,targetId,hasSafetyEvent,maxClinicalTrialPhase,tissueSpecificity,tissueDistribution,uniqueTherapeuticAreas,uniqueDiseases,maxEffectiveSampleSize,earliestPublicationDate,approvedSymbol,lofConstraint,misConstraint,synConstraint,pathwayCount
212,ENSG00000127329,1,0.5,-1.0,0.0,5,5,355284.1215006515,2023-01-18,PTPRB,0.53400004,3.2973,1.3057,1
213,ENSG00000128039,0,1.0,-1.0,-1.0,0,0,0.01,2025-01-01,SRD5A3,-0.0039999485,0.62996,0.11306,3
214,ENSG00000130595,0,0.75,0.75,0.0,1,1,53449.348719171874,2024-07-19,TNNT3,0.134,1.0044,-0.30283,1
215,ENSG00000130816,0,1.0,-1.0,-1.0,1,1,40486.1226680631,2023-01-18,DNMT1,0.85,7.3454,0.99521,7
216,ENSG00000131187,0,1.0,1.0,0.5,2,2,196816.54442141854,2021-09-30,F12,-0.286,-0.22747,-1.4778,3
217,ENSG00000131398,0,1.0,0.5,0.0,0,0,0.01,2025-01-01,KCNC3,0.34600002,3.0432,-0.58229,1
218,ENSG00000132356,1,0.75,-1.0,-1.0,2,4,196816.54442141854,2011-10-30,PRKAA1,0.42400002,3.8943,0.48865,5
219,ENSG00000133742,0,1.0,0.75,0.0,0,0,0.01,2025-01-01,CA1,-0.79999995,0.018249,-0.10213,4
220,ENSG00000134250,0,0.5,-1.0,-1.0,4,7,1424218.0900670097,2018-07-27,NOTCH2,0.849,6.0469,1.594,8
221,ENSG00000134640,1,1.0,0.5,1.0,5,9,1424218.0900670097,2010-06-27,MTNR1B,-0.91700006,0.25497,-0.44364,2
222,ENSG00000134962,1,0.5,0.75,0.5,9,9,1424218.0900670097,2021-06-14,KLB,0.356,2.2545,-0.27722,11
223,ENSG00000137033,0,0.75,0.5,0.0,7,26,562534.7696387965,2010-09-23,IL33,-0.684,-0.60998,-0.84618,4
224,ENSG00000139053,0,1.0,1.0,0.5,0,0,0.01,2025-01-01,PDE6H,-0.90400004,0.31965,0.3321,0
225,ENSG00000139842,0,1.0,0.5,-1.0,1,1,150669.89240227733,2021-05-17,CUL4A,0.676,2.9265,-1.1821,9
226,ENSG00000140009,1,1.0,0.5,0.0,4,12,1076472.0138856068,2015-10-07,ESR2,-0.0019999743,-0.14268,-1.3346,6
227,ENSG00000143801,0,0.75,-1.0,-1.0,0,0,0.01,2025-01-01,PSEN2,0.14999998,1.3643,0.055297,12
228,ENSG00000144713,0,1.0,-1.0,-1.0,0,0,0.01,2025-01-01,RPL32,0.75699997,1.4525,-0.15082,13
229,ENSG00000145545,0,1.0,0.5,0.0,0,0,0.01,2025-01-01,SRD5A1,-0.273,0.19828,-1.5541,1
230,ENSG00000145592,0,1.0,-1.0,-1.0,0,0,0.01,2025-01-01,RPL37,0.611,1.0628,-0.51557,13
231,ENSG00000145623,0,0.5,-1.0,0.0,3,5,397765.9672627851,2017-01-09,OSMR,0.073000014,1.1915,0.67021,1
232,ENSG00000145777,0,1.0,0.5,0.0,9,25,576248.3784369711,2010-03-07,TSLP,-0.42900002,-0.54897,-1.457,1
233,ENSG00000146374,0,0.75,0.5,0.0,9,30,1424218.0900670097,2012-11-01,RSPO3,0.24900001,0.9221,0.2828,2
234,ENSG00000147262,0,0.5,1.0,1.0,0,0,0.01,2025-01-01,GPR119,,,,2
235,ENSG00000148400,0,0.5,-1.0,0.0,0,0,0.01,2025-01-01,NOTCH1,0.783,3.6962,-2.4027,22
236,ENSG00000149295,1,1.0,0.75,0.0,6,21,1122672.658801146,2014-07-22,DRD2,0.628,3.3779,0.6601,1
237,ENSG00000150594,1,1.0,0.5,0.0,3,4,275021.63051358337,2023-01-18,ADRA2A,-0.783,-0.69193,-2.2402,6
238,ENSG00000150782,0,0.75,0.5,-1.0,0,0,0.01,2025-01-01,IL18,-0.867,0.67487,0.52261,6
239,ENSG00000155760,0,0.5,-1.0,0.0,2,4,191895.42310022408,2023-01-18,FZD7,0.21899998,1.8809,-1.0945,4
240,ENSG00000156973,0,1.0,-1.0,-1.0,0,0,0.01,2025-01-01,PDE6D,-0.02699995,0.44364,-0.11221,2
241,ENSG00000157103,1,1.0,0.75,0.0,0,0,0.01,2025-01-01,SLC6A1,0.847,4.9313,0.12764,2
242,ENSG00000161509,1,1.0,1.0,0.5,0,0,0.01,2025-01-01,GRIN2C,-0.16299999,-0.17202,-2.6247,6
243,ENSG00000162891,0,0.5,0.5,0.5,0,0,0.01,2025-01-01,IL20,-0.41900003,0.47071,0.45867,1
244,ENSG00000163251,0,0.5,0.5,0.0,0,0,0.01,2025-01-01,FZD5,0.449,2.073,-0.56799,7
245,ENSG00000163600,0,0.75,0.75,0.5,5,5,298389.02809443185,2018-08-13,ICOS,-0.273,0.85099,-0.25255,5
246,ENSG00000164082,0,0.75,1.0,1.0,0,0,0.01,2025-01-01,GRM2,0.25,3.2178,1.5021,2
247,ENSG00000164647,0,0.5,0.5,0.0,1,1,1424218.0900670097,2020-06-08,STEAP1,-0.05400002,1.361,0.85402,0
248,ENSG00000164692,0,1.0,0.5,-1.0,1,1,312829.3312654393,2023-01-18,COL1A2,0.661,3.5486,-0.65571,27
249,ENSG00000164885,0,0.75,0.5,-1.0,0,0,0.01,2025-01-01,CDK5,0.416,3.3542,0.63243,11
250,ENSG00000167397,1,1.0,0.5,-1.0,1,1,240639.50239824195,2021-10-18,VKORC1,-0.17200005,-0.10044,-0.17353,1
251,ENSG00000168036,1,0.5,-1.0,-1.0,6,17,473900.221403792,2015-07-07,CTNNB1,0.861,5.7223,1.1102,38
252,ENSG00000168447,1,1.0,0.5,0.0,1,2,183761.6081180644,2024-07-19,SCNN1B,0.19,1.5213,-0.029999,2
253,ENSG00000168539,1,1.0,0.75,0.5,1,1,1129585.974638378,2022-07-14,CHRM1,0.675,4.2948,1.1218,2
254,ENSG00000168610,1,0.5,-1.0,-1.0,8,12,464892.4593283075,2008-06-29,STAT3,0.89100003,7.3843,1.2281,38
255,ENSG00000169016,0,0.75,-1.0,-1.0,2,3,756470.9740366563,2023-02-01,E2F6,-0.072999954,1.245,0.1533,2
256,ENSG00000169676,0,1.0,0.75,0.5,0,0,0.01,2025-01-01,DRD5,-0.85099995,-1.3312,-1.6483,2
257,ENSG00000170425,1,1.0,0.5,0.0,0,0,0.01,2025-01-01,ADORA2B,-0.41199994,-0.39258,-0.25088,4
258,ENSG00000170458,0,0.5,0.5,-1.0,1,1,286678.73247515375,2024-10-15,CD14,-0.944,0.88632,0.6765,20
259,ENSG00000171094,0,1.0,0.5,0.5,1,1,427337.4491868293,2023-01-18,ALK,0.43800002,0.95723,-1.4735,11
260,ENSG00000171126,0,1.0,0.5,1.0,0,0,0.01,2025-01-01,KCNG3,0.050000012,0.63121,-3.5009,1
261,ENSG00000171189,0,1.0,0.75,0.5,1,1,279825.00883385167,2023-01-18,GRIK1,0.194,0.96862,-0.084921,2
262,ENSG00000171303,0,1.0,1.0,0.0,6,16,756470.9740366563,2018-08-13,KCNK3,0.17400002,1.7248,-1.3702,2
263,ENSG00000171509,0,0.75,0.5,0.5,0,0,0.01,2025-01-01,RXFP1,0.03399998,1.3774,1.2544,2
264,ENSG00000171863,0,1.0,-1.0,-1.0,0,0,0.01,2025-01-01,RPS7,0.68299997,1.8932,0.26691,19
265,ENSG00000172156,1,0.5,0.5,0.0,1,3,160010.51072069994,2012-12-01,CCL11,-0.742,-0.63377,-1.6864,2
266,ENSG00000172878,0,0.5,-1.0,-1.0,1,2,326545.22790564946,2024-07-19,METAP1D,-0.23500001,0.21816,0.059649,0
267,ENSG00000173692,0,1.0,-1.0,-1.0,0,0,0.01,2025-01-01,PSMD1,0.807,4.7383,0.74868,62
268,ENSG00000174437,0,0.5,0.75,-1.0,5,9,715125.8126650311,2014-07-22,ATP2A2,0.795,7.0341,0.13271,4
269,ENSG00000174748,0,1.0,-1.0,-1.0,1,1,4917.108320036471,2018-03-08,RPL15,0.86800003,2.1186,-0.4822,13
270,ENSG00000175482,0,1.0,0.5,-1.0,0,0,0.01,2025-01-01,POLD4,-0.26999998,-0.097623,-0.66158,17
271,ENSG00000177301,0,1.0,0.75,0.5,0,0,0.01,2025-01-01,KCNA2,0.463,5.1746,0.78817,1
272,ENSG00000178084,0,1.0,1.0,1.0,0,0,0.01,2025-01-01,HTR3C,-0.16600001,0.65126,0.47,1
273,ENSG00000178562,0,0.5,0.75,0.0,8,15,562534.7696387965,2011-11-06,CD28,0.366,0.92709,0.051539,7
274,ENSG00000180720,1,1.0,0.5,0.5,2,3,15866.724081734988,2017-05-22,CHRM4,0.602,3.7955,-0.063194,2
275,ENSG00000180739,0,1.0,0.5,0.0,1,1,464892.4593283075,2023-01-18,S1PR5,,-0.14482,-0.98704,2
276,ENSG00000181104,0,1.0,0.5,0.0,1,1,315325.55297640257,2024-07-19,F2R,0.120000005,1.5448,0.4372,4
277,ENSG00000181163,0,1.0,-1.0,-1.0,2,2,219437.49527928562,2022-10-20,NPM1,0.68700004,1.4023,-1.1917,10
278,ENSG00000183044,0,1.0,0.5,-1.0,0,0,0.01,2025-01-01,ABAT,0.12900001,0.75346,-1.1377,1
279,ENSG00000184292,0,1.0,0.5,0.0,1,1,286746.1002745869,2024-06-05,TACSTD2,-0.86800003,-1.56,-1.0143,0
280,ENSG00000184428,0,1.0,-1.0,-1.0,1,1,275021.63051358337,2023-01-18,TOP1MT,-0.26600003,-0.0039567,-0.17301,0
281,ENSG00000185624,0,1.0,0.5,-1.0,0,0,0.01,2025-01-01,P4HB,0.439,0.95522,-0.6953,11
282,ENSG00000186297,1,1.0,1.0,0.5,0,0,0.01,2025-01-01,GABRA5,0.44,3.2633,-0.37945,1
283,ENSG00000186716,0,1.0,-1.0,-1.0,0,0,0.01,2025-01-01,BCR,0.39200002,-0.17793,-2.4256,9
284,ENSG00000186951,1,1.0,0.5,-1.0,2,4,254373.32653042395,2020-05-06,PPARA,0.28899997,2.5308,0.42093,13
285,ENSG00000187554,0,0.5,-1.0,0.0,0,0,0.01,2025-01-01,TLR5,-0.845,1.2799,0.96695,4
286,ENSG00000188257,0,0.75,0.75,0.0,0,0,0.01,2025-01-01,PLA2G2A,-0.15999997,1.2647,-0.063582,7
287,ENSG00000188822,1,0.5,0.5,0.5,0,0,0.01,2025-01-01,CNR2,-0.531,1.3785,0.76334,2
288,ENSG00000189221,1,1.0,0.5,0.0,0,0,0.01,2025-01-01,MAOA,,,,8
289,ENSG00000196126,1,0.75,0.5,0.0,0,0,0.01,2025-01-01,HLA-DRB1,-0.89100003,0.16312,-0.56273,7
290,ENSG00000196296,1,0.5,0.75,0.0,4,5,1424218.0900670097,2020-06-15,ATP2A1,0.11900002,2.9172,1.2638,4
291,ENSG00000196482,1,0.75,0.5,0.0,3,3,1076472.0138856068,2016-05-16,ESRRG,0.536,2.7657,0.29192,1
292,ENSG00000196924,0,0.75,0.5,-1.0,0,0,0.01,2025-01-01,FLNA,,,,5
293,ENSG00000197405,1,1.0,0.5,-1.0,0,0,0.01,2025-01-01,C5AR1,-0.77900004,1.0077,0.32199,4
294,ENSG00000197891,1,1.0,1.0,1.0,2,3,574170.6270919729,2021-04-08,SLC22A12,-0.411,0.62845,-0.49144,2
295,ENSG00000197894,0,1.0,-1.0,-1.0,1,1,384314.83364002535,2024-10-15,ADH5,-0.19099998,1.5936,1.3038,1
296,ENSG00000197919,0,0.5,,,0,0,0.01,2025-01-01,IFNA1,-0.844,1.7989,0.95581,6
297,ENSG00000197958,0,1.0,-1.0,-1.0,0,0,0.01,2025-01-01,RPL12,0.18800002,1.3676,-0.27356,13
298,ENSG00000198355,0,0.25,-1.0,-1.0,3,4,1424218.0900670097,2020-05-06,PIM3,-0.0019999743,-1.2655,-5.1454,0
299,ENSG00000198502,0,0.5,0.5,0.0,0,0,0.01,2025-01-01,HLA-DRB5,-0.86,0.80117,-0.8476,7
300,ENSG00000198786,0,1.0,0.5,-1.0,0,0,0.01,2025-01-01,MT-ND5,,,,3
301,ENSG00000204174,0,0.5,0.5,0.5,0,0,0.01,2025-01-01,NPY4R,-0.625,2.4596,2.3485,2
302,ENSG00000204256,0,0.75,-1.0,0.0,0,0,0.01,2025-01-01,BRD2,0.72,-0.13697,-3.079,1
303,ENSG00000205213,0,0.75,-1.0,-1.0,3,3,383158.3001114715,2021-11-04,LGR4,0.274,0.57168,-0.022474,1
304,ENSG00000205560,0,1.0,0.75,-1.0,0,0,0.01,2025-01-01,CPT1B,0.25800002,0.84429,0.12034,1
305,ENSG00000205571,0,1.0,-1.0,0.0,0,0,0.01,2025-01-01,SMN2,,,,2
306,ENSG00000212907,0,1.0,0.5,-1.0,0,0,0.01,2025-01-01,MT-ND4L,,,,0
307,ENSG00000213281,0,0.5,-1.0,-1.0,0,0,0.01,2025-01-01,NRAS,0.45,2.2441,0.05314,68
308,ENSG00000213903,1,0.75,0.5,0.0,0,0,0.01,2025-01-01,LTB4R,-0.924,-0.43994,-1.5776,2
309,ENSG00000214042,0,0.5,,,0,0,0.01,2025-01-01,IFNA7,-0.89199996,-1.5588,-2.3021,6
310,ENSG00000228083,0,0.5,,,0,0,0.01,2025-01-01,IFNA14,-0.93799996,-2.8325,-2.0963,6
311,ENSG00000243480,0,1.0,1.0,0.0,0,0,0.01,2025-01-01,AMY2A,0.15200001,1.929,1.3689,2
312,ENSG00000248333,0,0.5,-1.0,-1.0,0,0,0.01,2025-01-01,CDK11B,0.09799999,2.4953,-1.4287,1
313,ENSG00000257365,0,1.0,1.0,-1.0,0,0,0.01,2025-01-01,FNTB,0.33499998,1.676,-0.2206,3
314,ENSG00000257743,0,1.0,0.5,0.5,0,0,0.01,2025-01-01,MGAM2,,,,0
315,ENSG00000258643,0,0.75,-1.0,0.0,0,0,0.01,2025-01-01,BCL2L2-PABPN1,0.598,2.7984,-0.063406,0
316,ENSG00000269858,0,1.0,0.5,-1.0,0,0,0.01,2025-01-01,EGLN2,0.41799998,1.4572,-1.2662,1
317,ENSG00000277791,0,1.0,-1.0,-1.0,0,0,0.01,2025-01-01,PSMB3,0.548,2.1947,1.1411,62
318,ENSG00000278731,0,0.5,,,0,0,0.01,2025-01-01,ENSG00000278731,,,,1
319,ENSG00000282608,1,1.0,0.5,0.0,0,0,0.01,2025-01-01,ADORA3,-0.204,1.2182,-0.30349,2
320,ENSG00000004779,0,1.0,0.5,-1.0,0,0,0.01,2025-01-01,NDUFAB1,0.38700002,0.52456,-0.36992,4
321,ENSG00000005961,0,1.0,0.5,0.0,3,4,598869.4096893278,2023-01-18,ITGA2B,0.23699999,1.3317,0.84086,15
322,ENSG00000006327,0,0.5,-1.0,-1.0,0,0,0.01,2025-01-01,TNFRSF12A,-0.5,-0.90137,-1.8593,2
323,ENSG00000007402,0,1.0,0.5,0.0,1,1,171880.2916512608,2022-04-08,CACNA2D2,0.604,3.1353,0.36795,6
324,ENSG00000008988,0,1.0,-1.0,-1.0,1,1,89519.16315227402,2023-01-18,RPS20,0.519,2.3201,-1.1766,18
325,ENSG00000010810,1,1.0,-1.0,-1.0,4,6,381165.6245253304,2018-10-03,FYN,0.78499997,5.241,0.901,44
326,ENSG00000013275,0,1.0,-1.0,-1.0,0,0,0.01,2025-01-01,PSMC4,0.593,4.8513,0.78504,61
327,ENSG00000013725,0,0.75,0.5,0.0,5,5,322220.1169395476,2009-06-14,CD6,-0.029999971,0.41164,-0.50697,0
328,ENSG00000015520,0,1.0,0.75,0.5,3,7,464892.4593283075,2021-12-06,NPC1L1,0.045000017,2.0642,0.62867,1
329,ENSG00000021461,0,1.0,1.0,0.5,0,0,0.01,2025-01-01,CYP3A43,0.042999983,0.59088,0.7851,2
330,ENSG00000027075,0,1.0,-1.0,-1.0,2,2,180089.50342935527,2013-04-07,PRKCH,0.533,2.4029,0.83971,2
331,ENSG00000050628,1,1.0,0.5,0.0,0,0,0.01,2025-01-01,PTGER3,0.222,1.2318,-0.06351,2
332,ENSG00000055118,1,1.0,0.5,0.0,3,5,645988.1975077938,2018-06-11,KCNH2,0.43199998,2.4976,-2.0417,2
333,ENSG00000060718,0,1.0,0.5,0.5,7,25,1990918.947961699,2012-08-26,COL11A1,0.651,1.0145,-1.0206,7
334,ENSG00000070886,0,1.0,1.0,0.5,0,0,0.01,2025-01-01,EPHA8,0.283,1.127,0.48878,3
335,ENSG00000071082,0,1.0,-1.0,-1.0,2,3,143413.24457139417,2020-01-20,RPL31,0.783,2.0747,0.39119,13
336,ENSG00000076555,0,0.75,0.5,-1.0,0,0,0.01,2025-01-01,ACACB,0.157,3.1108,2.3647,4
337,ENSG00000077782,1,1.0,-1.0,-1.0,2,3,1424218.0900670097,2017-05-22,FGFR1,0.726,4.2752,0.0021697,22
338,ENSG00000078814,0,1.0,0.75,0.0,2,2,26667.58037719927,2016-03-09,MYH7B,-0.014999986,-0.044392,-1.52,0
339,ENSG00000082556,1,1.0,0.5,0.5,0,0,0.01,2025-01-01,OPRK1,0.092999995,0.77697,0.079719,3
340,ENSG00000087191,0,1.0,-1.0,-1.0,0,0,0.01,2025-01-01,PSMC5,0.61399996,4.6459,-0.43393,61
341,ENSG00000088832,0,1.0,-1.0,-1.0,0,0,0.01,2025-01-01,FKBP1A,-0.15199995,2.1877,0.32998,7
342,ENSG00000089022,1,0.5,-1.0,-1.0,7,12,327782.2658449885,2015-12-21,MAPKAPK5,0.39600003,1.8547,0.46858,3
343,ENSG00000096968,1,1.0,-1.0,-1.0,7,16,562534.7696387965,2008-06-29,JAK2,0.15200001,-0.029992,-0.55164,38
344,ENSG00000099250,0,0.5,-1.0,-1.0,3,3,765591.3646788632,2016-06-20,NRP1,0.592,1.8829,-0.13224,8
345,ENSG00000100170,0,1.0,1.0,0.0,1,1,158370.2523752734,2025-04-14,SLC5A1,0.29500002,3.1446,1.0144,3
346,ENSG00000100429,0,1.0,-1.0,0.0,0,0,0.01,2025-01-01,HDAC10,-0.30299997,-0.86794,-1.7557,5
347,ENSG00000100567,0,1.0,-1.0,-1.0,1,1,1173.5007132667617,2022-07-22,PSMA3,0.594,1.6243,-0.41301,62
348,ENSG00000101210,0,0.75,1.0,0.0,0,0,0.01,2025-01-01,EEF1A2,0.686,6.0642,-0.023748,1
349,ENSG00000101266,1,0.5,-1.0,-1.0,2,4,101032.95487940393,2023-01-18,CSNK2A1,0.726,5.3272,1.7413,13
350,ENSG00000101868,0,1.0,-1.0,0.0,4,9,498258.534626183,2023-01-18,POLA1,,,,10
351,ENSG00000102001,0,1.0,1.0,0.5,0,0,0.01,2025-01-01,CACNA1F,,,,0
352,ENSG00000102539,0,0.75,0.5,0.5,0,0,0.01,2025-01-01,MLNR,-0.48399997,-1.6256,-1.9609,2
353,ENSG00000102755,1,1.0,1.0,0.0,3,5,394357.452283155,2017-12-06,FLT1,0.621,2.959,0.032683,2
354,ENSG00000104689,0,0.5,-1.0,0.0,4,6,213435.01458839694,2011-09-11,TNFRSF10A,-0.29200006,-1.3747,-1.1088,8
355,ENSG00000104870,0,1.0,-1.0,-1.0,2,2,1424218.0900670097,2022-10-12,FCGRT,0.29400003,0.28154,-0.82734,0
356,ENSG00000105141,0,0.5,1.0,0.5,0,0,0.01,2025-01-01,CASP14,-0.21700001,-0.02045,0.24629,2
357,ENSG00000105695,0,0.5,1.0,0.5,0,0,0.01,2025-01-01,MAG,0.26599997,0.57268,-0.42312,3
358,ENSG00000105851,1,1.0,0.75,0.0,0,0,0.01,2025-01-01,PIK3CG,0.34399998,1.7456,0.45041,9
359,ENSG00000106348,1,1.0,0.5,-1.0,1,1,106850.5808972156,2020-03-17,IMPDH1,0.23699999,1.944,-0.021787,4
360,ENSG00000106588,0,1.0,-1.0,-1.0,0,0,0.01,2025-01-01,PSMA2,0.75699997,2.8622,0.088267,63
361,ENSG00000106633,0,0.75,0.5,0.0,8,12,895916.2144062951,2012-03-07,GCK,0.134,2.7902,0.16778,6
362,ENSG00000106799,0,0.5,-1.0,-1.0,3,5,251932.6025865064,2015-12-21,TGFBR1,0.491,3.6549,-0.08184,10
363,ENSG00000107984,0,0.5,0.5,0.0,1,1,15015.241596403896,2023-01-18,DKK1,-0.10099995,0.33864,0.24496,4
364,ENSG00000108039,0,0.5,-1.0,-1.0,1,2,150669.89240227733,2021-05-17,XPNPEP1,0.45499998,2.8174,0.52712,0
365,ENSG00000109991,1,0.75,0.5,0.5,1,1,727796.3668420183,2022-07-14,P2RX3,-0.04100001,1.067,0.24524,2
366,ENSG00000112294,0,1.0,0.5,-1.0,0,0,0.01,2025-01-01,ALDH5A1,0.148,0.28896,-0.42781,1
367,ENSG00000112742,0,0.5,0.75,0.0,1,2,105281.95721639719,2023-01-18,TTK,0.334,0.74887,0.65592,0
368,ENSG00000112769,0,1.0,-1.0,0.0,0,0,0.01,2025-01-01,LAMA4,0.291,2.0435,1.6421,6
369,ENSG00000112964,0,1.0,0.5,0.0,1,1,356440.71671986027,2025-04-09,GHR,0.35000002,0.17358,-0.069342,2
370,ENSG00000113389,0,0.75,0.5,0.0,3,7,448058.917711015,2018-08-13,NPR3,0.07999998,0.5766,0.0078059,0
371,ENSG00000113448,1,1.0,0.5,0.0,4,5,183761.6081180644,2011-06-05,PDE4D,0.597,2.3461,-0.28164,3
372,ENSG00000113749,1,1.0,0.5,0.0,0,0,0.01,2025-01-01,HRH2,0.572,3.9115,0.53357,2
373,ENSG00000114503,0,0.75,-1.0,-1.0,0,0,0.01,2025-01-01,NCBP2,0.33600003,2.228,-0.69482,28
374,ENSG00000115020,0,0.5,-1.0,-1.0,0,0,0.01,2025-01-01,PIKFYVE,0.477,3.5575,0.56555,3
375,ENSG00000115252,0,1.0,0.5,0.0,2,3,427337.4491868293,2021-02-03,PDE1A,0.14600003,0.55266,-0.60898,3
376,ENSG00000115286,0,1.0,0.5,-1.0,0,0,0.01,2025-01-01,NDUFS7,0.274,0.80075,-0.95786,2
377,ENSG00000115353,1,1.0,0.5,0.0,0,0,0.01,2025-01-01,TACR1,0.08200002,1.1398,0.91773,4
378,ENSG00000115705,1,1.0,1.0,0.0,3,7,381165.6245253304,2016-05-16,TPO,0.032000005,0.32831,-0.27418,1
379,ENSG00000116032,1,1.0,0.5,0.5,0,0,0.01,2025-01-01,GRIN3B,-0.75399995,-5.0608,-4.794,1
380,ENSG00000117266,0,0.5,0.75,-1.0,0,0,0.01,2025-01-01,CDK18,-0.08099997,0.37502,0.38597,0
381,ENSG00000119888,0,1.0,0.5,0.0,0,0,0.01,2025-01-01,EPCAM,-0.34099996,-1.9634,-1.4068,1
382,ENSG00000120156,1,1.0,0.5,0.0,0,0,0.01,2025-01-01,TEK,0.63199997,2.8927,-1.472,2
383,ENSG00000120659,0,1.0,0.5,0.5,7,14,257615.15548119982,2010-11-21,TNFSF11,0.397,0.85948,-1.2047,4
384,ENSG00000120907,1,1.0,0.5,0.0,0,0,0.01,2025-01-01,ADRA1A,-0.34300005,0.28854,-1.1663,3
385,ENSG00000121361,1,1.0,0.5,0.0,0,0,0.01,2025-01-01,KCNJ8,0.27499998,4.3885,0.73602,1
386,ENSG00000122121,1,0.5,0.75,0.0,0,0,0.01,2025-01-01,XPNPEP2,,,,1
387,ENSG00000122679,0,1.0,-1.0,0.0,1,2,275021.63051358337,2023-01-18,RAMP3,-0.712,-0.048385,-1.3113,2
388,ENSG00000123201,0,1.0,,,0,0,0.01,2025-01-01,GUCY1B2,,,,0
389,ENSG00000124145,0,1.0,0.5,-1.0,0,0,0.01,2025-01-01,SDC4,-0.265,0.37647,-0.068454,14
390,ENSG00000125730,1,1.0,1.0,-1.0,4,10,378712.0243337037,2011-06-10,C3,0.459,4.4464,0.81706,10
391,ENSG00000128052,1,1.0,-1.0,0.0,6,18,355284.1215006515,2017-05-24,KDR,0.672,2.3819,0.27541,7
392,ENSG00000129167,0,1.0,0.75,0.5,1,1,1778690.168860174,2022-07-14,TPH1,0.078999996,1.0777,1.2789,2
393,ENSG00000130414,0,1.0,0.5,-1.0,0,0,0.01,2025-01-01,NDUFA10,-0.120000005,0.77873,-0.41094,2
394,ENSG00000130669,1,0.25,-1.0,-1.0,0,0,0.01,2025-01-01,PAK4,-0.268,-0.32093,-1.005,11
395,ENSG00000131495,0,1.0,-1.0,-1.0,0,0,0.01,2025-01-01,NDUFA2,-0.34300005,-0.5694,0.34232,3
396,ENSG00000131759,1,1.0,-1.0,-1.0,3,3,776.63523573201,2020-11-17,RARA,0.746,3.3912,0.21024,6
397,ENSG00000132855,0,1.0,1.0,0.5,4,9,464892.4593283075,2018-08-13,ANGPTL3,-0.20899999,0.43204,0.0090477,2
398,ENSG00000133703,0,1.0,-1.0,-1.0,1,1,464892.4593283075,2023-01-18,KRAS,0.736,3.0903,0.5771,71
399,ENSG00000134460,0,1.0,0.5,0.0,12,47,574782.4268116049,2010-04-21,IL2RA,0.09399998,0.90473,-0.21338,4
400,ENSG00000134470,0,0.5,-1.0,0.0,1,1,69922.35818009122,2015-10-19,IL15RA,-0.46000004,-0.12447,-0.95736,1
401,ENSG00000135077,0,0.75,-1.0,-1.0,2,2,332375.5317723021,2021-09-07,HAVCR2,0.20899999,0.82085,0.010616,1
402,ENSG00000135333,1,1.0,0.75,0.0,2,3,1778690.168860174,2022-07-14,EPHA7,0.718,3.0052,-0.32905,3
403,ENSG00000135766,0,1.0,0.5,-1.0,0,0,0.01,2025-01-01,EGLN1,0.26099998,0.91454,-1.9258,1
404,ENSG00000135914,1,1.0,0.5,0.0,0,0,0.01,2025-01-01,HTR2B,-0.0039999485,0.72516,0.32406,2
405,ENSG00000137193,1,0.25,0.5,-1.0,1,1,521818.7070055739,2023-11-09,PIM1,0.561,2.8522,-0.40928,3
406,ENSG00000137462,0,0.5,0.5,-1.0,0,0,0.01,2025-01-01,TLR2,-0.43200004,1.6524,1.3488,12
407,ENSG00000137731,0,1.0,1.0,0.0,1,1,1424218.0900670097,2020-06-15,FXYD2,-0.23899996,-0.31803,-1.4293,3
408,ENSG00000137752,1,0.5,0.5,0.0,0,0,0.01,2025-01-01,CASP1,0.18400002,0.47126,0.58646,10
409,ENSG00000138613,0,0.75,1.0,-1.0,2,3,340825.7076940272,2021-09-07,APH1B,-0.32700002,0.34319,-0.63176,13
410,ENSG00000138685,0,0.75,-1.0,0.0,1,1,205433.03502595585,2023-01-18,FGF2,-0.16400003,1.0959,-0.53836,48
411,ENSG00000138696,0,1.0,0.5,0.0,7,18,672632.4785173276,2009-09-20,BMPR1B,0.669,1.2676,-0.73983,1
412,ENSG00000139180,0,1.0,-1.0,-1.0,0,0,0.01,2025-01-01,NDUFA9,0.21700001,0.65922,0.087936,2
413,ENSG00000139572,0,0.5,0.5,0.0,0,0,0.01,2025-01-01,GPR84,0.12199998,1.6313,1.7603,2
414,ENSG00000140379,0,0.75,1.0,0.0,0,0,0.01,2025-01-01,BCL2A1,-0.09399998,1.4181,0.60035,2
415,ENSG00000142173,0,1.0,-1.0,0.0,3,6,1470466.6505612188,2021-11-04,COL6A2,0.10500002,-0.91252,-3.8897,8
416,ENSG00000142875,0,0.25,0.5,-1.0,0,0,0.01,2025-01-01,PRKACB,0.487,2.3246,0.33773,27
417,ENSG00000143365,1,0.25,0.5,0.0,5,12,322220.1169395476,2012-11-01,RORC,0.649,2.8954,-0.57056,6
418,ENSG00000145692,0,1.0,0.75,0.5,1,2,515513.2178404211,2018-10-08,BHMT,0.116,1.5116,0.66529,2
419,ENSG00000146242,0,0.5,-1.0,0.0,1,1,14656.210545721095,2021-11-04,TPBG,-0.06400001,-1.5438,-2.7821,0
420,ENSG00000147955,1,1.0,0.5,-1.0,0,0,0.01,2025-01-01,SIGMAR1,-0.286,0.38569,-0.5891,1
421,ENSG00000148120,0,0.5,-1.0,-1.0,7,12,756470.9740366563,2012-04-29,AOPEP,0.021000028,0.58132,0.72417,0
